0.993082682	0.158642578	-50	2.481933594	-0.024169922	50	0.375	0.332142857	0.292857143
0.774780273	-0.430004883	-50	2.302490234	0.103491211	50	0.375	0.325	0.3
0.313761393	0.262133789	-50	2.470947266	0.148754883	50	0.375	0.417857143	0.207142857
0.89054362	-0.328271484	-50	2.218261719	0.199072266	50	0.375	0.410714286	0.214285714
0.837646484	0.166552734	-50	1.285644531	0.214013672	50	0.375	0.464285714	0.160714286
0.192504883	-0.40144043	-50	3.677001953	0.423852539	50	0.375	0.067857143	0.557142857
0.657999674	-0.278393555	-50	1.118408203	0.026586914	50	0.375	0.439285714	0.185714286
0.858805339	-0.204345703	-50	2.799316406	-0.413525391	50	0.375	0.075	0.55
0.408569336	-0.403637695	-50	5.105224609	0.358374023	50	0.375	0.192857143	0.432142857
0.933268229	-0.254882813	-50	4.701171875	-0.079101563	50	0.375	0.225	0.4
0.171346029	-0.100854492	-50	3.178955078	-0.105249023	50	0.375	0.260714286	0.364285714
0.233601888	0.303881836	-50	2.492919922	-0.157543945	50	0.375	0.228571429	0.396428571
0.777832031	0.429785156	-50	2.508789063	-0.289160156	50	0.375	0.121428571	0.503571429
0.321899414	-0.084155273	-50	2.910400391	0.241918945	50	0.375	0.325	0.3
0.388427734	0.159521484	-50	4.371582031	0.291357422	50	0.375	0.442857143	0.182142857
0.703776042	-0.108984375	-50	1.37109375	0.319921875	50	0.375	0.396428571	0.228571429
0.816080729	-0.325195313	-50	2.748046875	-0.374414063	50	0.375	0.071428571	0.553571429
0.75769043	-0.016040039	-50	3.879638672	-0.01340332	50	0.375	0.332142857	0.292857143
0.982096354	0.036914063	-50	4.486328125	0.079101563	50	0.375	0.382142857	0.242857143
0.939168294	0.07800293	-50	3.093505859	0.200170898	50	0.375	0.421428571	0.203571429
0.44539388	-0.193798828	-50	1.686035156	0.243896484	50	0.375	0.232142857	0.392857143
0.899495443	0.268505859	-50	4.742675781	-0.415283203	50	0.375	0.021428571	0.603571429
0.423217773	0.090307617	-50	4.099365234	0.426928711	50	0.375	0.410714286	0.214285714
0.544881185	-0.170288086	-50	1.240478516	-0.009448242	50	0.375	0.346428571	0.278571429
0.905192057	-0.119091797	-50	4.337402344	0.098876953	50	0.375	0.328571429	0.296428571
0.537760417	-0.30234375	-50	2.1328125	0.07734375	50	0.375	0.175	0.45
0.488525391	0.330908203	-50	1.837402344	-0.351123047	50	0.375	0.171428571	0.453571429
0.738769531	-0.428027344	-50	3.211914063	-0.078222656	50	0.375	0.175	0.45
0.870605469	-0.261035156	-50	5.858398438	0.155566406	50	0.375	0.378571429	0.246428571
0.682006836	-0.277075195	-50	4.402099609	-0.105688477	50	0.375	0.175	0.45
0.420166016	0.214892578	-50	4.044433594	0.144580078	50	0.375	0.410714286	0.214285714
0.963175456	0.081079102	-50	1.250244141	-0.37331543	50	0.375	0.485714286	0.139285714
0.322916667	0.05625	-50	2.5625	-0.16875	50	0.375	0.217857143	0.407142857
0.678751628	-0.20324707	-50	5.906005859	0.143920898	50	0.375	0.285714286	0.339285714
0.901123047	0.073388672	-50	2.232910156	0.342333984	50	0.375	0.457142857	0.167857143
0.172566732	-0.356176758	-50	2.556396484	0.381225586	50	0.375	0.092857143	0.532142857
0.87508138	-0.010986328	-50	5.514160156	0.314208984	50	0.375	0.428571429	0.196428571
0.583943685	0.293774414	-50	5.068603516	-0.361010742	50	0.375	0.053571429	0.571428571
0.547526042	0.059765625	-50	4.18359375	0.151171875	50	0.375	0.403571429	0.221428571
0.738566081	0.365844727	-50	5.410400391	-0.208081055	50	0.375	0.167857143	0.457142857
0.489135742	0.358374023	-50	4.865966797	0.079760742	50	0.375	0.382142857	0.242857143
0.684651693	-0.160400391	-50	4.781738281	-0.436376953	50	0.375	0.010714286	0.614285714
0.694213867	0.143920898	-50	3.401123047	-0.359692383	50	0.375	0.060714286	0.564285714
0.181722005	0.189404297	-50	5.611816406	-0.019775391	50	0.375	0.321428571	0.303571429
0.964396159	-0.098657227	-50	5.139404297	0.297729492	50	0.375	0.460714286	0.164285714
0.428914388	-0.132055664	-50	2.258544922	0.362768555	50	0.375	0.289285714	0.335714286
0.392496745	0.104150391	-50	3.878417969	-0.303662109	50	0.375	0.092857143	0.532142857
0.221191406	0.299707031	-50	4.442382813	0.382324219	50	0.375	0.478571429	0.146428571
0.413859049	0.42824707	-50	1.255126953	-0.321459961	50	0.375	0.421428571	0.203571429
0.33980306	0.009008789	-50	2.002197266	-0.048120117	50	0.375	0.325	0.3
0.260050456	0.052954102	-50	2.968994141	-0.12019043	50	0.375	0.260714286	0.364285714
